Date,ASML
1999-03-30,5.104235649108887
1999-03-31,5.28521728515625
1999-04-01,5.328874111175537
1999-04-02,5.328874111175537
1999-04-05,5.328874111175537
1999-04-06,5.478631019592285
1999-04-07,5.65336275100708
1999-04-08,5.703269004821777
1999-04-09,5.584733963012695
1999-04-12,5.416257381439209
1999-04-13,5.44119119644165
1999-04-14,5.391284942626953
1999-04-15,5.172900199890137
1999-04-16,5.335125923156738
1999-04-19,5.272714138031006
1999-04-20,4.998170375823975
1999-04-21,5.28521728515625
1999-04-22,5.484882831573486
1999-04-23,5.528575420379639
1999-04-26,5.5160698890686035
1999-04-27,5.378818035125732
1999-04-28,5.272714138031006
1999-04-29,4.97944974899292
1999-04-30,4.97944974899292
1999-05-03,4.679934501647949
1999-05-04,4.711122035980225
1999-05-05,4.3554463386535645
1999-05-06,4.692403316497803
1999-05-07,4.76106595993042
1999-05-10,4.511456489562988
1999-05-11,4.567615032196045
1999-05-12,4.548896312713623
1999-05-13,4.548896312713623
1999-05-14,4.991916656494141
1999-05-17,4.904571533203125
1999-05-18,5.229059219360352
1999-05-19,5.484882831573486
1999-05-20,5.416257381439209
1999-05-21,5.410005569458008
1999-05-24,5.410005569458008
1999-05-25,5.179114818572998
1999-05-26,5.179114818572998
1999-05-27,5.291433334350586
1999-05-28,5.272714138031006
1999-05-31,5.341378211975098
1999-06-01,5.278965950012207
1999-06-02,5.291433334350586
1999-06-03,5.403751373291016
1999-06-04,5.484882831573486
1999-06-07,5.584733963012695
1999-06-08,5.665828704833984
1999-06-09,5.7095208168029785
1999-06-10,6.015251159667969
1999-06-11,6.05268669128418
1999-06-14,6.2087016105651855
1999-06-15,6.60806941986084
1999-06-16,6.682945251464844
1999-06-17,6.8389201164245605
1999-06-18,6.764039993286133
1999-06-21,6.976211071014404
1999-06-22,6.8389201164245605
1999-06-23,6.5706281661987305
1999-06-24,6.782760143280029
1999-06-25,6.689162254333496
1999-06-28,6.664227485656738
1999-06-29,6.776544570922852
1999-06-30,7.001180648803711
1999-07-01,7.281979560852051
1999-07-02,7.48789644241333
1999-07-05,7.356858730316162
1999-07-06,7.338136672973633
1999-07-07,7.419234275817871
1999-07-08,7.375576019287109
1999-07-09,7.519083499908447
1999-07-12,7.4753899574279785
1999-07-13,7.394297122955322
1999-07-14,7.618934631347656
1999-07-15,8.055704116821289
1999-07-16,8.086929321289062
1999-07-19,8.392653465270996
1999-07-20,7.700028896331787
1999-07-21,7.157153129577637
1999-07-22,6.920047760009766
1999-07-23,6.863891124725342
1999-07-26,6.626787185668945
1999-07-27,6.851424694061279
1999-07-28,7.113501071929932
1999-07-29,7.113501071929932
1999-07-30,7.0073981285095215
1999-08-02,7.063557147979736
1999-08-03,6.988673210144043
1999-08-04,6.757826328277588
1999-08-05,6.358455657958984
1999-08-06,6.246140003204346
1999-08-09,6.707876682281494
1999-08-10,7.051087379455566
1999-08-11,7.344351291656494
1999-08-12,7.4130144119262695
1999-08-13,7.225821018218994
1999-08-16,7.107244968414307
1999-08-17,7.23828649520874
1999-08-18,6.938771724700928
1999-08-19,6.826447486877441
1999-08-20,6.882609844207764
1999-08-23,7.01990270614624
1999-08-24,7.088529586791992
1999-08-25,7.419234275817871
1999-08-26,7.587709903717041
1999-08-27,7.587709903717041
1999-08-30,7.700028896331787
1999-08-31,7.4753899574279785
1999-09-01,7.456667423248291
1999-09-02,7.606430530548096
1999-09-03,7.856032848358154
1999-09-06,7.930915832519531
1999-09-07,8.074423789978027
1999-09-08,8.099393844604492
1999-09-09,7.943385124206543
1999-09-10,7.893478870391846
1999-09-13,7.749972820281982
1999-09-14,7.749972820281982
1999-09-15,7.912197589874268
1999-09-16,7.587709903717041
1999-09-17,7.668835639953613
1999-09-20,7.774906635284424
1999-09-21,7.78740930557251
1999-09-22,7.693810939788818
1999-09-23,8.080676078796387
1999-09-24,7.687561511993408
1999-09-27,7.99332857131958
1999-09-28,7.905942440032959
1999-09-29,8.024516105651855
1999-09-30,7.937169075012207
1999-10-01,7.7312517166137695
1999-10-04,7.78740930557251
1999-10-05,8.105648040771484
1999-10-06,8.199246406555176
1999-10-07,8.349004745483398
1999-10-08,8.149300575256348
1999-10-11,8.523696899414062
1999-10-12,8.573641777038574
1999-10-13,8.199246406555176
1999-10-14,7.999546527862549
1999-10-15,7.612682342529297
1999-10-18,7.56898832321167
1999-10-19,7.53154993057251
1999-10-20,7.562774181365967
1999-10-21,7.512831211090088
1999-10-22,7.912197589874268
1999-10-25,7.968356132507324
1999-10-26,8.111856460571289
1999-10-27,7.968356132507324
1999-10-28,8.143085479736328
1999-10-29,8.37393856048584
1999-11-01,8.598575592041016
1999-11-02,8.548667907714844
1999-11-03,9.128981590270996
1999-11-04,9.35361099243164
1999-11-05,9.777918815612793
1999-11-08,9.62816047668457
1999-11-09,9.322431564331055
1999-11-10,9.34736156463623
1999-11-11,9.777918815612793
1999-11-12,9.84658432006836
1999-11-15,10.233445167541504
1999-11-16,10.358227729797363
1999-11-17,10.545424461364746
1999-11-18,10.59537124633789
1999-11-19,10.42064380645752
1999-11-22,10.046245574951172
1999-11-23,10.114874839782715
1999-11-24,10.108659744262695
1999-11-25,10.826218605041504
1999-11-26,11.019674301147461
1999-11-29,11.631174087524414
1999-11-30,12.04300308227539
1999-12-01,11.887035369873047
1999-12-02,11.980632781982422
1999-12-03,12.473560333251953
1999-12-06,12.14285659790039
1999-12-07,12.710702896118164
1999-12-08,13.003961563110352
1999-12-09,13.272295951843262
1999-12-10,12.442373275756836
1999-12-13,11.874531745910645
1999-12-14,12.280150413513184
1999-12-15,11.369095802307129
1999-12-16,11.899500846862793
1999-12-17,12.117886543273926
1999-12-20,13.003961563110352
1999-12-21,13.403334617614746
1999-12-22,13.92123031616211
1999-12-23,13.702849388122559
1999-12-24,13.80265998840332
1999-12-27,13.671625137329102
1999-12-28,13.272295951843262
1999-12-29,13.353386878967285
1999-12-30,13.76522159576416
1999-12-31,13.76522159576416
2000-01-03,42.886932373046875
2000-01-04,40.8277587890625
2000-01-05,36.93404769897461
2000-01-06,34.35072326660156
2000-01-07,36.91532516479492
2000-01-10,39.57352828979492
2000-01-11,40.06024932861328
2000-01-12,39.4986457824707
2000-01-13,39.9292106628418
2000-01-14,44.646583557128906
2000-01-17,46.799339294433594
2000-01-18,46.668312072753906
2000-01-19,45.90080261230469
2000-01-20,52.22808074951172
2000-01-21,52.75222396850586
2000-01-24,51.572879791259766
2000-01-25,49.101871490478516
2000-01-26,46.98653793334961
2000-01-27,46.424949645996094
2000-01-28,46.874229431152344
2000-01-31,45.67616653442383
2000-02-01,47.941253662109375
2000-02-02,50.7679328918457
2000-02-03,51.666481018066406
2000-02-04,52.34039306640625
2000-02-07,50.58074188232422
2000-02-08,55.223228454589844
2000-02-09,54.51188659667969
2000-02-10,54.47443389892578
2000-02-11,52.11576843261719
2000-02-14,51.011295318603516
2000-02-15,49.15803909301758
2000-02-16,49.00828170776367
2000-02-17,49.401390075683594
2000-02-18,48.1097412109375
2000-02-21,46.612152099609375
2000-02-22,47.36094284057617
2000-02-23,49.42011642456055
2000-02-24,49.644752502441406
2000-02-25,49.457550048828125
2000-02-28,48.540283203125
2000-02-29,49.51370620727539
2000-03-01,52.52758026123047
2000-03-02,55.747379302978516
2000-03-03,56.6646614074707
2000-03-06,55.03602600097656
2000-03-07,55.78483581542969
2000-03-08,51.85368728637695
2000-03-09,52.3216667175293
2000-03-10,58.21839141845703
2000-03-13,58.21839141845703
2000-03-14,56.30898666381836
2000-03-15,53.051734924316406
2000-03-16,49.56987762451172
2000-03-17,52.7335090637207
2000-03-20,53.1640510559082
2000-03-21,49.23291015625
2000-03-22,49.77577590942383
2000-03-23,50.93641662597656
2000-03-24,52.67734909057617
2000-03-27,52.22808074951172
2000-03-28,53.63206100463867
2000-03-29,50.730506896972656
2000-03-30,45.50768280029297
2000-03-31,43.69186782836914
2000-04-03,39.816890716552734
2000-04-04,41.50165939331055
2000-04-05,44.10371017456055
2000-04-06,48.671321868896484
2000-04-07,50.16891098022461
2000-04-10,49.94425964355469
2000-04-11,46.424949645996094
2000-04-12,44.74017333984375
2000-04-13,45.67616653442383
2000-04-14,39.68585205078125
2000-04-17,41.55782699584961
2000-04-18,42.9056396484375
2000-04-19,44.534263610839844
2000-04-20,44.90491485595703
2000-04-21,44.90491485595703
2000-04-24,44.90491485595703
2000-04-25,42.063262939453125
2000-04-26,45.45526885986328
2000-04-27,41.9060173034668
2000-04-28,48.296939849853516
2000-05-01,48.746192932128906
2000-05-02,50.61069107055664
2000-05-03,49.98170852661133
2000-05-04,48.18461227416992
2000-05-05,48.858516693115234
2000-05-08,47.17374801635742
2000-05-09,44.646583557128906
2000-05-10,42.44514465332031
2000-05-11,41.67013931274414
2000-05-12,43.80419921875
2000-05-15,43.57955551147461
2000-05-16,47.9599723815918
2000-05-17,47.62302017211914
2000-05-18,48.858516693115234
2000-05-19,44.657814025878906
2000-05-22,40.49080276489258
2000-05-23,41.25455856323242
2000-05-24,40.9962158203125
2000-05-25,42.456363677978516
2000-05-26,42.73716354370117
2000-05-29,42.10818099975586
2000-05-30,42.130645751953125
2000-05-31,44.320865631103516
2000-06-01,44.320865631103516
2000-06-02,51.02627182006836
2000-06-05,49.33024978637695
2000-06-06,48.99330520629883
2000-06-07,44.29838943481445
2000-06-08,46.72446823120117
2000-06-09,49.453800201416016
2000-06-12,49.453800201416016
2000-06-13,47.11758804321289
2000-06-14,47.49946975708008
2000-06-15,45.837154388427734
2000-06-16,46.49982452392578
2000-06-19,46.10673141479492
2000-06-20,49.89185333251953
2000-06-21,52.64365768432617
2000-06-22,53.643306732177734
2000-06-23,52.78966522216797
2000-06-26,52.17192077636719
2000-06-27,53.463565826416016
2000-06-28,54.137474060058594
2000-06-29,50.93641662597656
2000-06-30,50.56576156616211
2000-07-03,49.75706481933594
2000-07-04,49.70090866088867
2000-07-05,47.39838409423828
2000-07-06,47.06143569946289
2000-07-07,49.8132209777832
2000-07-10,51.666481018066406
2000-07-11,51.9472770690918
2000-07-12,52.374080657958984
2000-07-13,52.71105194091797
2000-07-14,54.811397552490234
2000-07-17,56.49617385864258
2000-07-18,54.27225875854492
2000-07-19,53.340030670166016
2000-07-20,54.36210632324219
2000-07-21,52.95813751220703
2000-07-24,50.99258041381836
2000-07-25,51.891117095947266
2000-07-26,50.430973052978516
2000-07-27,46.8480224609375
2000-07-28,44.92737579345703
2000-07-31,46.8929443359375
2000-08-01,47.17374801635742
2000-08-02,46.21903991699219
2000-08-03,41.27702713012695
2000-08-04,41.894779205322266
2000-08-07,41.8273811340332
2000-08-08,41.34441375732422
2000-08-09,43.74802780151367
2000-08-10,42.624855041503906
2000-08-11,42.11941909790039
2000-08-14,44.25345993041992
2000-08-15,44.98353958129883
2000-08-16,46.17411804199219
2000-08-17,47.66794967651367
2000-08-18,49.50996780395508
2000-08-21,49.644752502441406
2000-08-22,50.59945297241211
2000-08-23,49.86937713623047
2000-08-24,51.30706787109375
2000-08-25,48.9708366394043
2000-08-28,49.386417388916016
2000-08-29,48.54402160644531
2000-08-30,48.128448486328125
2000-08-31,47.7690315246582
2000-09-01,51.10488510131836
2000-09-04,53.35124206542969
2000-09-05,53.171539306640625
2000-09-06,49.75706481933594
2000-09-07,50.57699203491211
2000-09-08,48.746192932128906
2000-09-11,48.76866912841797
2000-09-12,47.791507720947266
2000-09-13,46.02810287475586
2000-09-14,48.117218017578125
2000-09-15,46.49982452392578
2000-09-18,46.050559997558594
2000-09-19,44.92737579345703
2000-09-20,45.25310134887695
2000-09-21,44.646583557128906
2000-09-22,42.40021514892578
2000-09-25,42.8382453918457
2000-09-26,40.43463897705078
2000-09-27,40.659271240234375
2000-09-28,41.524131774902344
2000-09-29,42.231727600097656
2000-10-02,39.659637451171875
2000-10-03,39.42376708984375
2000-10-04,40.883914947509766
2000-10-05,43.17520523071289
2000-10-06,39.98536682128906
2000-10-09,38.03102493286133
2000-10-10,37.053855895996094
2000-10-11,33.48212432861328
2000-10-12,34.81871795654297
2000-10-13,37.18863296508789
2000-10-16,37.817623138427734
2000-10-17,33.30241012573242
2000-10-18,31.875980377197266
2000-10-19,34.14480209350586
2000-10-20,36.17776870727539
2000-10-23,37.00891876220703
2000-10-24,37.68283462524414
2000-10-25,35.15567398071289
2000-10-26,35.57125473022461
2000-10-27,35.492618560791016
2000-10-30,34.313289642333984
2000-10-31,36.17776870727539
2000-11-01,36.16653060913086
2000-11-02,36.51472091674805
2000-11-03,37.929935455322266
2000-11-06,38.74985885620117
2000-11-07,36.458560943603516
2000-11-08,34.639007568359375
2000-11-09,33.089012145996094
2000-11-10,30.14627456665039
2000-11-13,28.652429580688477
2000-11-14,30.8763427734375
2000-11-15,31.516559600830078
2000-11-16,30.314748764038086
2000-11-17,28.966920852661133
2000-11-20,27.012584686279297
2000-11-21,26.85533332824707
2000-11-22,26.170196533203125
2000-11-23,25.720924377441406
2000-11-24,28.180700302124023
2000-11-27,29.652061462402344
2000-11-28,27.854978561401367
2000-11-29,28.978166580200195
2000-11-30,27.079975128173828
2000-12-01,28.124542236328125
2000-12-04,25.956790924072266
2000-12-05,29.652061462402344
2000-12-06,31.965822219848633
2000-12-07,29.966556549072266
2000-12-08,31.561481475830078
2000-12-11,34.8411865234375
2000-12-12,34.57160949707031
2000-12-13,30.842639923095703
2000-12-14,29.989013671875
2000-12-15,27.86620330810547
2000-12-18,27.225984573364258
2000-12-19,28.32670783996582
2000-12-20,26.619462966918945
2000-12-21,27.29338264465332
2000-12-22,27.854978561401367
2000-12-25,27.854978561401367
2000-12-26,27.854978561401367
2000-12-27,27.29338264465332
2000-12-28,28.01222038269043
2000-12-29,27.16983413696289
2001-01-01,27.16983413696289
2001-01-02,24.608972549438477
2001-01-03,23.63179588317871
2001-01-04,29.034317016601562
2001-01-05,30.00025749206543
2001-01-08,28.36040496826172
2001-01-09,29.584674835205078
2001-01-10,29.29265022277832
2001-01-11,30.752796173095703
2001-01-12,33.12270736694336
2001-01-15,31.729961395263672
2001-01-16,30.775245666503906
2001-01-17,33.673065185546875
2001-01-18,32.9766960144043
2001-01-19,34.335750579833984
2001-01-22,33.60569381713867
2001-01-23,33.21255874633789
2001-01-24,35.13320541381836
2001-01-25,35.22306823730469
2001-01-26,33.190101623535156
2001-01-29,33.06655502319336
2001-01-30,34.066184997558594
2001-01-31,34.470523834228516
2001-02-01,33.41473388671875
2001-02-02,32.235389709472656
2001-02-05,30.550615310668945
2001-02-06,29.831775665283203
2001-02-07,29.14664077758789
2001-02-08,30.101343154907227
2001-02-09,29.05678367614746
2001-02-12,28.978166580200195
2001-02-13,29.55098533630371
2001-02-14,28.51765251159668
2001-02-15,31.246992111206055
2001-02-16,30.213668823242188
2001-02-19,29.326339721679688
2001-02-20,29.9440975189209
2001-02-21,28.41657257080078
2001-02-22,27.16983413696289
2001-02-23,26.282516479492188
2001-02-26,28.27054786682129
2001-02-27,27.697725296020508
2001-02-28,26.63070297241211
2001-03-01,24.698820114135742
2001-03-02,24.799911499023438
2001-03-05,26.90026092529297
2001-03-06,29.820539474487305
2001-03-07,30.8763427734375
2001-03-08,30.202425003051758
2001-03-09,29.202800750732422
2001-03-12,27.405698776245117
2001-03-13,29.14664077758789
2001-03-14,29.52851104736328
2001-03-15,29.427438735961914
2001-03-16,25.833240509033203
2001-03-19,25.709693908691406
2001-03-20,26.540842056274414
2001-03-21,26.394832611083984
2001-03-22,26.65316390991211
2001-03-23,29.06801414489746
2001-03-26,29.8991756439209
2001-03-27,29.876710891723633
2001-03-28,28.58504295349121
2001-03-29,28.697351455688477
2001-03-30,28.304244995117188
2001-04-02,26.731781005859375
2001-04-03,24.83361053466797
2001-04-04,25.23795509338379
2001-04-05,27.349533081054688
2001-04-06,26.698089599609375
2001-04-09,26.282516479492188
2001-04-10,28.06838035583496
2001-04-11,30.38214111328125
2001-04-12,29.573444366455078
2001-04-13,29.573444366455078
2001-04-16,29.573444366455078
2001-04-17,29.090478897094727
2001-04-18,33.178863525390625
2001-04-19,32.37016677856445
2001-04-20,33.31365203857422
2001-04-23,32.13431167602539
2001-04-24,32.853145599365234
2001-04-25,32.67341995239258
2001-04-26,33.133934020996094
2001-04-27,33.470890045166016
2001-04-30,33.470890045166016
2001-05-01,34.313289642333984
2001-05-02,35.189361572265625
2001-05-03,33.807861328125
2001-05-04,33.190101623535156
2001-05-07,33.30241012573242
2001-05-08,32.68466567993164
2001-05-09,31.69626235961914
2001-05-10,33.807861328125
2001-05-11,33.167633056640625
2001-05-14,31.797348022460938
2001-05-15,30.99989128112793
2001-05-16,30.775245666503906
2001-05-17,32.67341995239258
2001-05-18,33.695533752441406
2001-05-21,33.807861328125
2001-05-22,35.82958221435547
2001-05-23,33.7966194152832
2001-05-24,33.35857391357422
2001-05-25,32.96546173095703
2001-05-28,32.74081802368164
2001-05-29,31.9882869720459
2001-05-30,30.66293716430664
2001-05-31,30.60677719116211
2001-06-01,31.067291259765625
2001-06-04,31.067291259765625
2001-06-05,32.145538330078125
2001-06-06,31.887210845947266
2001-06-07,32.68466567993164
2001-06-08,33.35857391357422
2001-06-11,32.909305572509766
2001-06-12,31.291913986206055
2001-06-13,32.729591369628906
2001-06-14,30.191205978393555
2001-06-15,28.899532318115234
2001-06-18,29.52851104736328
2001-06-19,29.39373779296875
2001-06-20,26.821653366088867
2001-06-21,26.001718521118164
2001-06-22,28.58504295349121
2001-06-25,28.551349639892578
2001-06-26,28.02345085144043
2001-06-27,29.034317016601562
2001-06-28,29.303884506225586
2001-06-29,29.753150939941406
2001-07-02,30.101343154907227
2001-07-03,29.258955001831055
2001-07-04,28.697351455688477
2001-07-05,27.181053161621094
2001-07-06,27.035043716430664
2001-07-09,27.42816734313965
2001-07-10,28.06838035583496
2001-07-11,26.78795051574707
2001-07-12,28.09084129333496
2001-07-13,28.191932678222656
2001-07-16,27.877437591552734
2001-07-17,26.215120315551758
2001-07-18,26.293745040893555
2001-07-19,25.956790924072266
2001-07-20,24.844833374023438
2001-07-23,24.76621437072754
2001-07-24,24.87853240966797
2001-07-25,23.946285247802734
2001-07-26,23.912595748901367
2001-07-27,24.55280876159668
2001-07-30,26.02418327331543
2001-07-31,26.754255294799805
2001-08-01,27.54047966003418
2001-08-02,26.95642852783203
2001-08-03,26.394832611083984
2001-08-06,25.732149124145508
2001-08-07,25.32781219482422
2001-08-08,25.417667388916016
2001-08-09,24.47418785095215
2001-08-10,24.148468017578125
2001-08-13,24.48541831970215
2001-08-14,25.19302749633789
2001-08-15,24.56403923034668
2001-08-16,24.069843292236328
2001-08-17,23.070209503173828
2001-08-20,23.41839027404785
2001-08-21,23.508251190185547
2001-08-22,23.362234115600586
2001-08-23,24.373096466064453
2001-08-24,26.02418327331543
2001-08-27,26.282516479492188
2001-08-28,24.44049072265625
2001-08-29,23.643028259277344
2001-08-30,23.193758010864258
2001-08-31,21.969486236572266
2001-09-03,20.9024658203125
2001-09-04,21.711162567138672
2001-09-05,20.61043357849121
2001-09-06,19.082897186279297
2001-09-07,18.925657272338867
2001-09-10,18.701025009155273
2001-09-11,17.128564834594727
2001-09-12,17.162254333496094
2001-09-13,16.903928756713867
2001-09-14,14.64632511138916
2001-09-17,15.825667381286621
2001-09-18,14.94958782196045
2001-09-19,14.500308990478516
2001-09-20,13.242342948913574
2001-09-21,12.422416687011719
2001-09-24,13.815165519714355
2001-09-25,15.297768592834473
2001-09-26,14.197052955627441
2001-09-27,13.118795394897461
2001-09-28,13.725313186645508
2001-10-01,13.422050476074219
2001-10-02,14.03980541229248
2001-10-03,13.657922744750977
2001-10-04,15.893061637878418
2001-10-05,15.050671577453613
2001-10-08,16.454652786254883
2001-10-09,16.207550048828125
2001-10-10,17.409358978271484
2001-10-11,18.9930477142334
2001-10-12,18.0158748626709
2001-10-15,17.139787673950195
2001-10-16,18.150657653808594
2001-10-17,18.12820053100586
2001-10-18,16.38726234436035
2001-10-19,16.37602996826172
2001-10-22,17.117324829101562
2001-10-23,18.34160041809082
2001-10-24,18.38652801513672
2001-10-25,17.9709529876709
2001-10-26,19.318763732910156
2001-10-29,18.835803985595703
2001-10-30,17.24087905883789
2001-10-31,17.9709529876709
2001-11-01,18.633625030517578
2001-11-02,19.082897186279297
2001-11-05,20.722753524780273
2001-11-06,21.059709548950195
2001-11-07,21.228181838989258
2001-11-08,21.947025299072266
2001-11-09,21.396663665771484
2001-11-12,21.00354766845703
2001-11-13,23.01405143737793
2001-11-14,23.24991226196289
2001-11-15,23.946285247802734
2001-11-16,25.15932846069336
2001-11-19,23.991220474243164
2001-11-20,22.070571899414062
2001-11-21,21.610063552856445
2001-11-22,22.789411544799805
2001-11-23,22.856801986694336
2001-11-26,22.969120025634766
2001-11-27,22.789411544799805
2001-11-28,22.160432815551758
2001-11-29,22.048110961914062
2001-11-30,22.12672996520996
2001-12-03,21.441587448120117
2001-12-04,22.070571899414062
2001-12-05,24.54157257080078
2001-12-06,24.54157257080078
2001-12-07,24.305709838867188
2001-12-10,23.429624557495117
2001-12-11,23.755346298217773
2001-12-12,24.148468017578125
2001-12-13,22.710792541503906
2001-12-14,22.12672996520996
2001-12-17,23.238677978515625
2001-12-18,23.37346839904785
2001-12-19,22.519847869873047
2001-12-20,21.10463523864746
2001-12-21,21.12709617614746
2001-12-24,21.441587448120117
2001-12-25,21.441587448120117
2001-12-26,21.441587448120117
2001-12-27,21.9919490814209
2001-12-28,21.924556732177734
2001-12-31,21.924556732177734
2002-01-01,21.924556732177734
2002-01-02,21.67745590209961
2002-01-03,23.530717849731445
2002-01-04,23.833974838256836
2002-01-07,23.946285247802734
2002-01-08,23.935062408447266
2002-01-09,25.20425796508789
2002-01-10,25.406436920166016
2002-01-11,26.26004981994629
2002-01-14,25.48505973815918
2002-01-15,25.32781219482422
2002-01-16,23.58687400817871
2002-01-17,23.530717849731445
2002-01-18,23.137598037719727
2002-01-21,22.778181076049805
2002-01-22,23.03651237487793
2002-01-23,23.182525634765625
2002-01-24,24.350635528564453
2002-01-25,24.429258346557617
2002-01-28,24.900997161865234
2002-01-29,24.21586036682129
2002-01-30,23.800277709960938
2002-01-31,24.22708511352539
2002-02-01,24.822376251220703
2002-02-04,25.271644592285156
2002-02-05,24.945926666259766
